estudiante_id,hogar_id,edad,sexo,zona,distrito,juntos,asiste_regularmente
E00490,H0250,12,mujer,rural,Distrito_C,0,1
E00491,H0250,14,mujer,rural,Distrito_C,0,0
E00492,H0251,9,mujer,urbana,Distrito_A,0,1
E00493,H0252,7,mujer,rural,Distrito_C,1,1
E00494,H0252,15,mujer,rural,Distrito_C,1,1
E00495,H0253,17,mujer,rural,Distrito_C,1,0
E00496,H0254,13,hombre,urbana,Distrito_B,1,1
E00497,H0254,8,mujer,urbana,Distrito_B,1,1
E00498,H0255,14,hombre,rural,Distrito_D,0,1
E00499,H0256,11,mujer,rural,Distrito_C,1,1
E00500,H0257,14,hombre,urbana,Distrito_A,0,0
E00501,H0257,7,hombre,urbana,Distrito_A,0,0
E00502,H0257,8,hombre,urbana,Distrito_A,0,1
E00503,H0258,8,hombre,rural,Distrito_D,1,1
E00504,H0258,7,mujer,rural,Distrito_D,1,1
E00505,H0259,12,mujer,rural,Distrito_C,1,1
E00506,H0260,10,mujer,rural,Distrito_C,1,1
E00507,H0261,8,mujer,urbana,Distrito_A,1,1
E00508,H0261,11,mujer,urbana,Distrito_A,1,1
E00509,H0262,13,hombre,rural,Distrito_D,0,1
E00510,H0263,7,hombre,rural,Distrito_D,0,0
E00511,H0264,10,mujer,urbana,Distrito_A,1,1
E00512,H0264,17,hombre,urbana,Distrito_A,1,1
E00513,H0264,8,hombre,urbana,Distrito_A,1,1
E00514,H0265,11,hombre,rural,Distrito_D,0,1
E00515,H0265,8,mujer,rural,Distrito_D,0,1
E00516,H0266,10,hombre,urbana,Distrito_B,0,1
E00517,H0266,11,hombre,urbana,Distrito_B,0,1
E00518,H0266,17,hombre,urbana,Distrito_B,0,1
E00519,H0267,11,hombre,rural,Distrito_D,0,0
E00520,H0267,13,mujer,rural,Distrito_D,0,1
E00521,H0267,16,mujer,rural,Distrito_D,0,0
E00522,H0268,15,hombre,urbana,Distrito_A,1,1
E00523,H0268,11,hombre,urbana,Distrito_A,1,1
E00524,H0269,11,hombre,urbana,Distrito_B,0,1
E00525,H0269,10,hombre,urbana,Distrito_B,0,1
E00526,H0270,8,hombre,urbana,Distrito_B,0,1
E00527,H0270,7,hombre,urbana,Distrito_B,0,1
E00528,H0271,11,mujer,rural,Distrito_E,0,0
E00529,H0271,8,hombre,rural,Distrito_E,0,1
E00530,H0272,11,hombre,rural,Distrito_E,0,1
E00531,H0272,12,hombre,rural,Distrito_E,0,0
E00532,H0273,13,hombre,urbana,Distrito_B,1,1
E00533,H0273,16,hombre,urbana,Distrito_B,1,1
E00534,H0274,14,mujer,rural,Distrito_D,1,1
E00535,H0274,16,hombre,rural,Distrito_D,1,1
E00536,H0274,12,hombre,rural,Distrito_D,1,1
E00537,H0275,16,mujer,rural,Distrito_C,0,1
E00538,H0275,6,mujer,rural,Distrito_C,0,1
E00539,H0276,11,mujer,urbana,Distrito_B,0,1
E00540,H0276,15,hombre,urbana,Distrito_B,0,1
E00541,H0277,16,mujer,urbana,Distrito_B,0,1
E00542,H0278,7,mujer,rural,Distrito_D,0,1
E00543,H0278,15,mujer,rural,Distrito_D,0,1
E00544,H0278,6,hombre,rural,Distrito_D,0,1
E00545,H0279,17,mujer,rural,Distrito_D,0,1
E00546,H0280,17,mujer,urbana,Distrito_B,1,1
E00547,H0281,9,mujer,urbana,Distrito_A,0,0
E00548,H0281,15,mujer,urbana,Distrito_A,0,1
E00549,H0282,6,hombre,urbana,Distrito_B,0,1
E00550,H0283,12,hombre,rural,Distrito_D,1,1
E00551,H0284,13,mujer,urbana,Distrito_A,0,1
E00552,H0285,16,mujer,rural,Distrito_C,0,1
E00553,H0285,10,hombre,rural,Distrito_C,0,1
E00554,H0286,15,hombre,rural,Distrito_C,0,1
E00555,H0287,12,mujer,urbana,Distrito_B,0,1
E00556,H0287,12,mujer,urbana,Distrito_B,0,1
E00557,H0287,12,hombre,urbana,Distrito_B,0,0
E00558,H0288,9,mujer,urbana,Distrito_A,0,1
E00559,H0288,11,hombre,urbana,Distrito_A,0,1
E00560,H0289,12,mujer,urbana,Distrito_A,0,1
E00561,H0289,15,hombre,urbana,Distrito_A,0,1
E00562,H0289,15,mujer,urbana,Distrito_A,0,1
E00563,H0290,8,mujer,rural,Distrito_D,0,0
E00564,H0290,9,mujer,rural,Distrito_D,0,1
E00565,H0291,12,hombre,rural,Distrito_D,0,1
E00566,H0291,11,mujer,rural,Distrito_D,0,1
E00567,H0291,17,hombre,rural,Distrito_D,0,1
E00568,H0292,7,hombre,rural,Distrito_D,1,1
E00569,H0293,12,hombre,rural,Distrito_E,0,1
E00570,H0294,12,mujer,rural,Distrito_C,1,1
E00571,H0294,9,hombre,rural,Distrito_C,1,1
E00572,H0295,8,hombre,rural,Distrito_E,0,1
E00573,H0295,7,hombre,rural,Distrito_E,0,1
E00574,H0296,14,mujer,urbana,Distrito_B,1,1
E00575,H0296,8,hombre,urbana,Distrito_B,1,1
E00576,H0296,9,hombre,urbana,Distrito_B,1,1
E00577,H0297,8,hombre,urbana,Distrito_B,1,1
E00578,H0297,8,mujer,urbana,Distrito_B,1,1
E00579,H0298,17,hombre,urbana,Distrito_A,0,0
E00580,H0298,11,hombre,urbana,Distrito_A,0,1
E00581,H0299,17,hombre,rural,Distrito_D,1,0
E00582,H0299,13,hombre,rural,Distrito_D,1,1
E00583,H0299,11,hombre,rural,Distrito_D,1,1
E00584,H0300,12,mujer,rural,Distrito_E,1,1
E00585,H0300,11,mujer,rural,Distrito_E,1,1
E00586,H0300,7,hombre,rural,Distrito_E,1,1
E00587,H0301,15,mujer,urbana,Distrito_B,0,1
E00588,H0301,10,mujer,urbana,Distrito_B,0,1
E00589,H0302,12,mujer,urbana,Distrito_A,1,1
E00590,H0303,16,hombre,rural,Distrito_C,0,1
E00591,H0304,13,hombre,rural,Distrito_C,1,1
E00592,H0304,6,hombre,rural,Distrito_C,1,1
E00593,H0305,8,hombre,rural,Distrito_C,0,1
E00594,H0306,12,mujer,rural,Distrito_E,1,1
E00595,H0306,11,hombre,rural,Distrito_E,1,1
E00596,H0306,8,hombre,rural,Distrito_E,1,1
E00597,H0307,14,hombre,rural,Distrito_D,0,1
E00598,H0307,8,hombre,rural,Distrito_D,0,1
E00599,H0307,13,mujer,rural,Distrito_D,0,0
E00600,H0308,13,mujer,rural,Distrito_D,0,1
E00601,H0309,9,mujer,urbana,Distrito_B,0,1
E00602,H0310,16,hombre,rural,Distrito_E,0,1
E00603,H0310,8,mujer,rural,Distrito_E,0,1
E00604,H0311,6,hombre,rural,Distrito_D,0,1
E00605,H0311,11,hombre,rural,Distrito_D,0,1
E00606,H0312,13,mujer,urbana,Distrito_A,0,0
E00607,H0312,14,mujer,urbana,Distrito_A,0,1
E00608,H0313,12,hombre,urbana,Distrito_B,0,1
E00609,H0314,15,mujer,rural,Distrito_D,1,1
E00610,H0314,14,hombre,rural,Distrito_D,1,1
E00611,H0314,15,hombre,rural,Distrito_D,1,1
E00612,H0315,14,mujer,urbana,Distrito_A,1,1
E00613,H0315,14,mujer,urbana,Distrito_A,1,1
E00614,H0316,8,hombre,rural,Distrito_E,1,1
E00615,H0316,11,hombre,rural,Distrito_E,1,1
E00616,H0317,8,mujer,urbana,Distrito_A,1,1
E00617,H0317,8,hombre,urbana,Distrito_A,1,0
E00618,H0318,17,hombre,rural,Distrito_D,1,1
E00619,H0318,6,hombre,rural,Distrito_D,1,1
E00620,H0318,14,hombre,rural,Distrito_D,1,1
E00621,H0319,13,hombre,urbana,Distrito_B,0,1
E00622,H0320,9,mujer,rural,Distrito_E,1,1
E00623,H0320,15,mujer,rural,Distrito_E,1,1
E00624,H0320,12,hombre,rural,Distrito_E,1,1
E00625,H0321,11,hombre,rural,Distrito_C,0,1
E00626,H0322,6,mujer,urbana,Distrito_A,0,1
E00627,H0322,15,hombre,urbana,Distrito_A,0,0
E00628,H0323,10,mujer,rural,Distrito_C,0,0
E00629,H0323,10,mujer,rural,Distrito_C,0,1
E00630,H0323,9,hombre,rural,Distrito_C,0,0
E00631,H0324,15,mujer,rural,Distrito_E,1,1
E00632,H0324,15,hombre,rural,Distrito_E,1,0
E00633,H0325,12,hombre,urbana,Distrito_A,0,1
E00634,H0325,10,mujer,urbana,Distrito_A,0,1
E00635,H0326,6,hombre,rural,Distrito_D,1,1
E00636,H0326,16,mujer,rural,Distrito_D,1,1
E00637,H0326,8,hombre,rural,Distrito_D,1,1
E00638,H0327,10,hombre,rural,Distrito_E,1,1
E00639,H0327,13,hombre,rural,Distrito_E,1,1
E00640,H0327,8,hombre,rural,Distrito_E,1,1
E00641,H0328,9,mujer,rural,Distrito_D,1,1
E00642,H0328,14,hombre,rural,Distrito_D,1,0
E00643,H0329,11,mujer,urbana,Distrito_A,0,1
E00644,H0329,8,mujer,urbana,Distrito_A,0,1
E00645,H0330,7,mujer,rural,Distrito_C,0,1
E00646,H0330,14,hombre,rural,Distrito_C,0,0
E00647,H0330,17,mujer,rural,Distrito_C,0,0
E00648,H0331,13,mujer,urbana,Distrito_B,0,1
E00649,H0332,17,hombre,rural,Distrito_E,0,1
E00650,H0332,10,hombre,rural,Distrito_E,0,1
E00651,H0333,11,mujer,urbana,Distrito_B,0,1
E00652,H0333,17,hombre,urbana,Distrito_B,0,0
E00653,H0334,17,mujer,rural,Distrito_D,0,1
E00654,H0334,10,hombre,rural,Distrito_D,0,0
E00655,H0334,6,mujer,rural,Distrito_D,0,1
E00656,H0335,13,mujer,urbana,Distrito_B,0,1
E00657,H0336,9,hombre,urbana,Distrito_A,0,1
E00658,H0336,12,hombre,urbana,Distrito_A,0,1
E00659,H0336,15,mujer,urbana,Distrito_A,0,1
E00660,H0337,13,hombre,urbana,Distrito_A,0,1
E00661,H0337,12,mujer,urbana,Distrito_A,0,1
E00662,H0338,15,hombre,urbana,Distrito_B,0,0
E00663,H0339,9,hombre,urbana,Distrito_B,0,1
E00664,H0339,13,hombre,urbana,Distrito_B,0,1
E00665,H0339,12,mujer,urbana,Distrito_B,0,1
E00666,H0340,6,hombre,rural,Distrito_C,1,1
E00667,H0341,16,hombre,rural,Distrito_E,0,1
E00668,H0341,9,hombre,rural,Distrito_E,0,1
E00669,H0341,17,hombre,rural,Distrito_E,0,1
E00670,H0342,15,hombre,rural,Distrito_C,0,0
E00671,H0343,7,mujer,rural,Distrito_C,1,1
E00672,H0343,12,mujer,rural,Distrito_C,1,1
E00673,H0343,16,mujer,rural,Distrito_C,1,1
E00674,H0344,13,mujer,rural,Distrito_C,1,1
E00675,H0344,8,hombre,rural,Distrito_C,1,1
E00676,H0344,15,mujer,rural,Distrito_C,1,1
E00677,H0345,7,mujer,rural,Distrito_E,0,0
E00678,H0345,10,hombre,rural,Distrito_E,0,1
E00679,H0346,7,hombre,urbana,Distrito_B,0,1
E00680,H0346,14,hombre,urbana,Distrito_B,0,1
E00681,H0346,14,mujer,urbana,Distrito_B,0,1
E00682,H0347,12,hombre,rural,Distrito_E,0,1
E00683,H0348,13,mujer,rural,Distrito_C,1,1
E00684,H0349,12,hombre,rural,Distrito_D,0,1
E00685,H0349,15,hombre,rural,Distrito_D,0,0
E00686,H0349,10,mujer,rural,Distrito_D,0,1
E00687,H0350,16,mujer,rural,Distrito_C,1,1
E00688,H0350,12,hombre,rural,Distrito_C,1,1
E00689,H0350,17,mujer,rural,Distrito_C,1,1
E00690,H0351,12,hombre,urbana,Distrito_A,0,1
E00691,H0351,17,hombre,urbana,Distrito_A,0,0
E00692,H0351,12,mujer,urbana,Distrito_A,0,1
E00693,H0352,9,mujer,urbana,Distrito_A,0,1
E00694,H0352,11,hombre,urbana,Distrito_A,0,0
E00695,H0352,11,hombre,urbana,Distrito_A,0,1
E00696,H0353,9,mujer,rural,Distrito_D,1,1
E00697,H0353,8,mujer,rural,Distrito_D,1,1
E00698,H0354,14,hombre,rural,Distrito_E,0,1
E00699,H0354,7,hombre,rural,Distrito_E,0,0
E00700,H0354,7,mujer,rural,Distrito_E,0,1
E00701,H0355,12,mujer,rural,Distrito_E,1,1
E00702,H0355,10,mujer,rural,Distrito_E,1,1
E00703,H0355,10,mujer,rural,Distrito_E,1,1
E00704,H0356,16,hombre,rural,Distrito_E,1,1
E00705,H0356,9,mujer,rural,Distrito_E,1,1
E00706,H0356,13,hombre,rural,Distrito_E,1,1
E00707,H0357,14,hombre,urbana,Distrito_B,0,1
E00708,H0358,10,mujer,urbana,Distrito_B,0,1
E00709,H0358,8,hombre,urbana,Distrito_B,0,1
E00710,H0358,12,hombre,urbana,Distrito_B,0,1
E00711,H0359,10,mujer,rural,Distrito_C,0,0
E00712,H0359,15,mujer,rural,Distrito_C,0,1
E00713,H0359,11,hombre,rural,Distrito_C,0,1
E00714,H0360,9,hombre,rural,Distrito_D,1,1
E00715,H0360,8,hombre,rural,Distrito_D,1,0
E00716,H0360,11,mujer,rural,Distrito_D,1,1
